mp,mp.1,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max.1,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp.1,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp.1,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,seasons,date,won
240.0,240.0,35.0,73.0,0.479,13.0,32.0,0.406,12.0,13.0,0.923,4.0,30.0,34.0,29.0,6.0,2.0,19.0,12.0,95.0,,,0.603,0.568,0.438,0.178,11.8,73.2,45.3,82.9,6.4,3.5,19.4,100.0,101.0,120.1,,,8.0,12.0,1.0,5.0,9.0,1.0,4.0,4.0,1.0,2.0,6.0,8.0,8.0,3.0,1.0,9.0,4.0,21.0,19.1,12.0,1.064,1.0,0.75,2.0,8.8,29.3,20.0,53.1,4.4,3.7,50.0,28.7,231.0,128.0,SAC,95.0,1.0,0.0,240.0,240.0,48.0,97.0,0.495,12.0,40.0,0.3,5.0,7.0,0.714,11.0,30.0,41.0,28.0,12.0,8.0,10.0,17.0,113.0,,,0.565,0.557,0.412,0.072,26.8,88.2,54.7,58.3,12.8,19.5,9.1,100.0,120.1,101.0,,,11.0,24.0,0.75,3.0,9.0,0.5,2.0,2.0,1.0,4.0,7.0,11.0,10.0,4.0,3.0,3.0,4.0,26.0,25.4,24.0,0.792,0.792,1.0,1.0,13.4,28.3,20.2,29.3,5.5,15.9,20.0,32.7,149.0,113.0,TOR,113.0,0.0,2023.0,2023-01-25,False
240.0,240.0,35.0,86.0,0.407,13.0,32.0,0.406,12.0,16.0,0.75,13.0,37.0,50.0,24.0,4.0,6.0,9.0,21.0,95.0,,,0.511,0.483,0.372,0.186,26.5,84.1,53.8,68.6,4.5,14.0,8.8,100.0,107.6,112.1,,,9.0,20.0,1.0,5.0,7.0,0.714,7.0,10.0,1.0,7.0,13.0,20.0,10.0,2.0,2.0,2.0,4.0,22.0,20.6,8.0,1.0,1.0,0.833,0.5,22.1,45.6,33.2,52.7,6.2,11.7,100.0,40.8,200.0,123.0,PHO,95.0,1.0,0.0,240.0,240.0,33.0,77.0,0.429,13.0,34.0,0.382,20.0,28.0,0.714,7.0,36.0,43.0,20.0,3.0,3.0,9.0,10.0,99.0,,,0.554,0.513,0.442,0.364,15.9,73.5,46.2,60.6,3.4,5.6,9.2,100.0,112.1,107.6,,,10.0,18.0,0.667,5.0,10.0,0.833,11.0,14.0,1.0,3.0,9.0,12.0,9.0,2.0,3.0,2.0,3.0,36.0,33.3,16.0,0.745,0.694,1.0,0.778,9.4,37.6,19.8,52.1,3.5,7.3,66.7,31.6,153.0,120.0,DAL,99.0,0.0,2023.0,2023-01-26,False
240.0,240.0,40.0,76.0,0.526,10.0,18.0,0.556,22.0,25.0,0.88,10.0,36.0,46.0,19.0,5.0,2.0,15.0,17.0,112.0,,,0.644,0.592,0.237,0.329,27.8,76.6,55.4,47.5,5.5,3.4,14.7,100.0,122.3,109.2,,,12.0,21.0,0.667,3.0,3.0,1.0,10.0,11.0,1.0,3.0,6.0,7.0,8.0,2.0,1.0,4.0,3.0,35.0,34.5,19.0,0.868,0.8,1.0,1.0,19.7,27.0,19.9,46.3,3.7,4.0,100.0,34.9,176.0,116.0,OKC,112.0,1.0,0.0,240.0,240.0,39.0,88.0,0.443,8.0,29.0,0.276,14.0,18.0,0.778,11.0,26.0,37.0,27.0,9.0,5.0,10.0,21.0,100.0,,,0.521,0.489,0.33,0.205,23.4,72.2,44.6,69.2,9.8,8.6,9.4,100.0,109.2,122.3,,,10.0,23.0,0.75,3.0,8.0,1.0,8.0,10.0,1.0,5.0,9.0,11.0,13.0,4.0,2.0,4.0,5.0,31.0,29.0,0.0,0.902,0.833,0.8,0.667,14.3,31.9,16.9,64.0,5.6,6.3,20.5,35.7,157.0,133.0,CLE,100.0,0.0,2023.0,2023-01-27,True
240.0,240.0,39.0,82.0,0.476,13.0,36.0,0.361,17.0,24.0,0.708,13.0,36.0,49.0,26.0,9.0,6.0,17.0,23.0,108.0,,,0.583,0.555,0.439,0.293,35.1,83.7,61.3,66.7,9.7,17.6,15.5,100.0,116.5,107.9,,,11.0,20.0,1.0,5.0,11.0,0.5,5.0,6.0,1.0,3.0,9.0,11.0,11.0,4.0,5.0,5.0,4.0,29.0,20.4,16.0,0.799,1.0,0.846,1.333,14.7,43.4,29.2,43.3,6.2,28.2,43.6,29.5,170.0,117.0,UTA,108.0,1.0,0.0,240.0,240.0,35.0,80.0,0.438,18.0,46.0,0.391,12.0,17.0,0.706,7.0,24.0,31.0,26.0,7.0,3.0,14.0,18.0,100.0,,,0.572,0.55,0.575,0.213,16.3,64.9,38.8,74.3,7.6,6.5,13.8,100.0,107.9,116.5,,,11.0,23.0,1.0,6.0,11.0,1.0,7.0,10.0,1.0,3.0,6.0,9.0,8.0,2.0,1.0,3.0,5.0,35.0,27.2,1.0,1.5,1.5,1.0,0.6,9.9,21.0,13.1,41.5,4.6,4.6,50.0,34.6,173.0,127.0,DAL,100.0,0.0,2023.0,2023-01-28,True
240.0,240.0,53.0,96.0,0.552,17.0,43.0,0.395,12.0,20.0,0.6,12.0,45.0,57.0,27.0,7.0,4.0,12.0,18.0,135.0,,,0.644,0.641,0.448,0.208,28.6,84.9,60.0,50.9,6.7,6.8,10.3,100.0,129.9,105.8,,,20.0,26.0,1.0,3.0,7.0,1.0,7.0,12.0,0.75,3.0,10.0,13.0,6.0,2.0,2.0,3.0,5.0,50.0,40.7,37.0,1.0,1.0,1.0,0.462,24.1,73.4,41.0,29.6,3.6,5.7,20.0,46.8,200.0,114.0,MIL,135.0,1.0,0.0,240.0,240.0,41.0,93.0,0.441,13.0,34.0,0.382,15.0,21.0,0.714,8.0,30.0,38.0,25.0,7.0,3.0,12.0,20.0,110.0,,,0.538,0.511,0.366,0.226,15.1,71.4,40.0,61.0,6.7,5.7,10.5,100.0,105.8,129.9,,,7.0,16.0,1.0,4.0,7.0,0.667,7.0,8.0,1.0,2.0,10.0,12.0,6.0,2.0,1.0,2.0,3.0,18.0,15.5,6.0,0.904,1.0,0.8,1.5,7.4,46.7,24.8,29.0,3.2,4.2,15.5,35.6,188.0,137.0,NOP,110.0,0.0,2023.0,2023-01-29,True
240.0,240.0,42.0,97.0,0.433,7.0,29.0,0.241,15.0,23.0,0.652,14.0,29.0,43.0,26.0,6.0,6.0,10.0,20.0,106.0,,,0.495,0.469,0.299,0.237,25.9,85.3,48.9,61.9,5.9,10.7,8.5,100.0,105.1,125.9,,,12.0,21.0,0.667,2.0,7.0,0.5,3.0,4.0,1.0,4.0,7.0,11.0,9.0,2.0,2.0,2.0,4.0,26.0,20.7,-1.0,0.727,0.667,0.556,0.8,40.7,45.4,27.6,39.5,2.8,12.0,33.3,37.5,135.0,133.0,SAS,106.0,1.0,0.0,240.0,240.0,48.0,86.0,0.558,16.0,30.0,0.533,15.0,17.0,0.882,5.0,40.0,45.0,32.0,7.0,8.0,14.0,19.0,127.0,,,0.679,0.651,0.349,0.198,14.7,74.1,51.1,66.7,6.9,11.8,13.0,100.0,125.9,105.1,,,10.0,14.0,0.833,4.0,7.0,1.0,5.0,6.0,1.0,1.0,8.0,9.0,7.0,3.0,5.0,5.0,5.0,25.0,22.1,25.0,1.136,0.917,0.667,0.545,7.0,23.7,16.4,32.1,4.8,11.8,26.8,26.5,250.0,116.0,WAS,127.0,0.0,2023.0,2023-01-30,False
265.0,265.0,44.0,98.0,0.449,7.0,34.0,0.206,28.0,32.0,0.875,13.0,32.0,45.0,27.0,6.0,3.0,9.0,24.0,123.0,,,0.549,0.485,0.347,0.327,28.3,74.4,50.6,61.4,5.7,5.0,7.4,100.0,116.8,122.5,,,13.0,29.0,0.7,2.0,9.0,0.5,9.0,11.0,1.0,7.0,10.0,13.0,8.0,2.0,1.0,4.0,5.0,37.0,26.0,10.0,0.75,0.75,1.0,0.579,20.2,61.7,29.8,30.8,5.5,9.6,33.3,35.0,217.0,125.0,NYK,123.0,1.0,0.0,265.0,265.0,48.0,93.0,0.516,11.0,33.0,0.333,22.0,31.0,0.71,11.0,33.0,44.0,29.0,6.0,1.0,14.0,23.0,129.0,,,0.605,0.575,0.355,0.333,25.6,71.7,49.4,60.4,5.7,1.6,11.6,100.0,122.5,116.8,,,11.0,25.0,1.0,2.0,8.0,0.667,9.0,11.0,1.0,3.0,9.0,10.0,11.0,3.0,1.0,5.0,5.0,28.0,20.0,22.0,1.042,1.0,1.0,1.0,10.2,24.2,14.5,39.5,4.2,2.0,19.3,33.8,219.0,124.0,LAL,129.0,0.0,2023.0,2023-01-31,False
240.0,240.0,44.0,83.0,0.53,17.0,47.0,0.362,26.0,30.0,0.867,13.0,36.0,49.0,29.0,3.0,11.0,16.0,17.0,131.0,,,0.681,0.633,0.566,0.361,32.5,59.0,48.5,65.9,3.0,12.6,14.3,100.0,131.3,128.3,,,8.0,17.0,0.8,5.0,12.0,0.667,10.0,10.0,1.0,7.0,11.0,14.0,8.0,1.0,7.0,4.0,3.0,28.0,23.8,8.0,1.0,1.0,1.0,1.125,28.1,24.3,22.3,34.0,2.9,12.9,28.6,26.4,203.0,135.0,UTA,131.0,1.0,0.0,240.0,240.0,50.0,110.0,0.455,10.0,23.0,0.435,18.0,26.0,0.692,25.0,27.0,52.0,27.0,11.0,2.0,8.0,22.0,128.0,,,0.527,0.5,0.209,0.236,41.0,67.5,51.5,54.0,11.0,5.6,6.2,100.0,128.3,131.3,,,12.0,25.0,0.778,4.0,9.0,0.75,6.0,6.0,1.0,9.0,10.0,14.0,10.0,3.0,1.0,3.0,6.0,34.0,31.0,3.0,0.775,0.833,1.0,0.5,17.7,31.8,16.1,36.6,10.6,5.2,10.9,30.3,159.0,138.0,TOR,128.0,0.0,2023.0,2023-02-01,True
240.0,240.0,40.0,83.0,0.482,12.0,36.0,0.333,14.0,18.0,0.778,11.0,33.0,44.0,25.0,8.0,0.0,18.0,17.0,106.0,,,0.583,0.554,0.434,0.217,31.4,78.6,57.1,62.5,8.6,0.0,16.5,100.0,113.3,111.2,,,13.0,23.0,1.0,3.0,9.0,1.0,4.0,6.0,1.0,4.0,9.0,10.0,6.0,3.0,0.0,7.0,4.0,30.0,18.9,16.0,1.333,1.333,0.857,0.429,19.2,30.0,21.8,33.6,5.4,0.0,26.5,36.5,184.0,121.0,NYK,106.0,1.0,0.0,240.0,240.0,39.0,87.0,0.448,13.0,36.0,0.361,13.0,16.0,0.813,9.0,24.0,33.0,24.0,8.0,3.0,11.0,15.0,104.0,,,0.553,0.523,0.414,0.184,21.4,68.6,42.9,61.5,8.6,6.4,10.5,100.0,111.2,113.3,,,11.0,22.0,1.0,5.0,10.0,1.0,10.0,11.0,1.0,4.0,8.0,9.0,8.0,2.0,1.0,3.0,4.0,32.0,32.3,16.0,1.167,1.167,0.889,0.688,13.7,29.2,14.9,36.1,4.1,4.3,27.3,30.2,232.0,122.0,MIA,104.0,0.0,2023.0,2023-02-02,True
240.0,240.0,42.0,84.0,0.5,12.0,33.0,0.364,20.0,22.0,0.909,9.0,32.0,41.0,27.0,4.0,3.0,11.0,19.0,116.0,,,0.619,0.571,0.393,0.262,25.0,74.4,51.9,64.3,4.3,6.4,10.5,100.0,125.8,134.5,,,14.0,25.0,0.8,4.0,10.0,0.667,11.0,12.0,1.0,3.0,10.0,11.0,6.0,3.0,1.0,3.0,5.0,34.0,27.6,1.0,0.789,0.8,0.8,0.8,14.6,30.3,18.2,29.4,5.7,3.9,50.0,38.5,169.0,143.0,WAS,116.0,1.0,0.0,240.0,240.0,43.0,88.0,0.489,17.0,41.0,0.415,21.0,23.0,0.913,11.0,27.0,38.0,25.0,5.0,2.0,7.0,17.0,124.0,,,0.632,0.585,0.466,0.261,25.6,75.0,48.1,58.1,5.4,3.9,6.7,100.0,134.5,125.8,,,11.0,20.0,0.75,9.0,12.0,1.0,8.0,8.0,1.0,3.0,8.0,9.0,6.0,1.0,1.0,2.0,4.0,33.0,29.8,19.0,0.844,0.833,0.833,1.0,21.5,29.6,14.0,28.7,2.9,6.0,13.9,29.2,164.0,133.0,POR,124.0,0.0,2023.0,2023-02-03,False
240.0,240.0,56.0,97.0,0.577,21.0,46.0,0.457,20.0,23.0,0.87,9.0,33.0,42.0,39.0,11.0,6.0,9.0,19.0,153.0,,,0.714,0.686,0.474,0.237,26.5,78.6,55.3,69.6,10.5,10.2,7.8,100.0,146.2,115.6,,,14.0,23.0,1.0,5.0,8.0,1.0,14.0,15.0,1.0,3.0,5.0,8.0,10.0,3.0,2.0,3.0,5.0,42.0,39.7,38.0,1.333,1.333,0.8,0.667,15.3,31.6,21.0,48.3,5.0,5.4,28.7,40.7,267.0,123.0,OKC,153.0,1.0,0.0,240.0,240.0,45.0,89.0,0.506,10.0,30.0,0.333,21.0,27.0,0.778,9.0,25.0,34.0,29.0,4.0,8.0,16.0,18.0,121.0,,,0.6,0.562,0.337,0.303,21.4,73.5,44.7,64.4,3.8,15.7,13.7,100.0,115.6,146.2,,,9.0,16.0,1.0,2.0,8.0,1.0,7.0,9.0,1.0,3.0,5.0,8.0,5.0,1.0,2.0,3.0,4.0,20.0,15.7,9.0,1.136,1.0,0.667,0.818,13.5,28.5,19.9,54.9,3.1,8.4,40.0,31.2,239.0,155.0,HOU,121.0,0.0,2023.0,2023-02-04,True
240.0,240.0,34.0,79.0,0.43,12.0,36.0,0.333,28.0,39.0,0.718,14.0,35.0,49.0,21.0,5.0,1.0,12.0,28.0,108.0,,,0.562,0.506,0.456,0.494,28.0,81.4,52.7,61.8,5.4,2.0,11.1,100.0,116.9,105.0,,,8.0,19.0,1.0,5.0,8.0,0.625,8.0,12.0,0.875,4.0,10.0,14.0,7.0,2.0,1.0,3.0,6.0,24.0,18.9,34.0,1.0,1.0,1.0,3.0,17.4,43.0,27.8,43.3,4.8,3.8,17.7,34.1,218.0,112.0,NYK,108.0,1.0,0.0,240.0,240.0,30.0,74.0,0.405,7.0,25.0,0.28,30.0,36.0,0.833,8.0,36.0,44.0,23.0,4.0,4.0,12.0,23.0,97.0,,,0.54,0.453,0.338,0.486,18.6,72.0,47.3,76.7,4.3,9.3,11.8,100.0,105.0,116.9,,,6.0,16.0,0.714,3.0,4.0,0.75,18.0,19.0,1.0,3.0,12.0,14.0,12.0,2.0,1.0,5.0,4.0,31.0,24.2,18.0,0.841,0.929,0.8,1.188,33.2,31.7,20.5,60.4,5.3,3.1,17.0,38.5,136.0,128.0,PHI,97.0,0.0,2023.0,2023-02-05,True
240.0,240.0,35.0,82.0,0.427,6.0,28.0,0.214,15.0,19.0,0.789,7.0,30.0,37.0,20.0,8.0,5.0,14.0,18.0,91.0,,,0.504,0.463,0.341,0.232,16.3,81.1,46.3,57.1,8.4,10.2,13.4,100.0,95.0,119.0,,,7.0,13.0,0.833,2.0,6.0,1.0,5.0,5.0,1.0,2.0,6.0,8.0,7.0,2.0,3.0,3.0,3.0,18.0,12.4,2.0,0.854,0.833,0.714,0.667,10.8,32.5,20.0,56.5,4.9,12.3,23.7,28.7,129.0,127.0,WAS,91.0,1.0,0.0,240.0,240.0,44.0,78.0,0.564,12.0,29.0,0.414,14.0,20.0,0.7,7.0,36.0,43.0,26.0,9.0,6.0,17.0,15.0,114.0,,,0.657,0.641,0.372,0.256,18.9,83.7,53.8,59.1,9.4,11.1,16.4,100.0,119.0,95.0,,,10.0,16.0,0.769,5.0,9.0,0.667,3.0,4.0,1.0,4.0,8.0,8.0,5.0,3.0,2.0,3.0,3.0,23.0,21.4,25.0,1.136,0.833,1.0,0.8,18.3,36.1,19.4,29.4,5.3,20.1,53.2,33.0,224.0,103.0,CLE,114.0,0.0,2023.0,2023-02-06,False
240.0,240.0,37.0,79.0,0.468,6.0,25.0,0.24,18.0,24.0,0.75,9.0,32.0,41.0,23.0,4.0,4.0,11.0,19.0,98.0,,,0.547,0.506,0.316,0.304,22.0,74.4,48.8,62.2,4.5,10.5,10.9,100.0,110.6,115.1,,,9.0,15.0,0.75,2.0,5.0,0.5,4.0,8.0,1.0,2.0,7.0,8.0,6.0,2.0,1.0,3.0,4.0,21.0,18.8,8.0,0.788,0.75,0.667,0.533,19.6,32.2,23.9,39.3,4.0,10.6,38.1,36.4,140.0,122.0,ORL,98.0,1.0,0.0,240.0,240.0,37.0,81.0,0.457,15.0,43.0,0.349,13.0,19.0,0.684,11.0,32.0,43.0,21.0,6.0,2.0,11.0,22.0,102.0,,,0.571,0.549,0.531,0.235,25.6,78.0,51.2,56.8,6.8,3.7,11.0,100.0,115.1,110.6,,,9.0,16.0,1.0,4.0,10.0,0.5,4.0,6.0,0.8,5.0,13.0,14.0,6.0,2.0,1.0,4.0,5.0,25.0,22.6,13.0,1.0,1.0,0.667,0.667,24.1,44.6,24.7,31.1,3.1,6.9,50.0,30.7,164.0,118.0,NYK,102.0,0.0,2023.0,2023-02-07,False
240.0,240.0,44.0,87.0,0.506,15.0,37.0,0.405,15.0,17.0,0.882,11.0,41.0,52.0,29.0,4.0,12.0,17.0,17.0,118.0,,,0.624,0.592,0.425,0.195,28.2,77.4,56.5,65.9,4.1,19.4,15.2,100.0,122.2,107.7,,,13.0,22.0,1.0,8.0,14.0,1.0,7.0,8.0,1.0,3.0,12.0,13.0,10.0,1.0,3.0,3.0,5.0,36.0,29.9,12.0,1.042,1.0,1.0,1.6,34.8,31.9,27.5,43.8,2.9,13.6,40.0,42.6,224.0,117.0,WAS,118.0,1.0,0.0,240.0,240.0,39.0,93.0,0.419,9.0,31.0,0.29,17.0,21.0,0.81,12.0,28.0,40.0,23.0,11.0,5.0,7.0,17.0,104.0,,,0.509,0.468,0.333,0.226,22.6,71.8,43.5,59.0,11.4,10.0,6.4,100.0,107.7,122.2,,,7.0,20.0,0.8,4.0,10.0,0.571,5.0,5.0,1.0,4.0,5.0,8.0,6.0,3.0,2.0,3.0,5.0,20.0,18.4,7.0,0.765,0.8,0.588,0.5,21.6,29.3,24.9,26.2,9.0,11.4,15.8,26.6,141.0,133.0,CHO,104.0,0.0,2023.0,2023-02-08,True
240.0,240.0,47.0,97.0,0.485,9.0,27.0,0.333,12.0,19.0,0.632,15.0,32.0,47.0,24.0,12.0,6.0,10.0,16.0,115.0,,,0.546,0.531,0.278,0.196,31.9,82.1,54.7,51.1,12.1,11.8,8.7,100.0,115.9,104.8,,,8.0,14.0,0.75,2.0,5.0,0.667,3.0,6.0,1.0,5.0,8.0,10.0,7.0,3.0,3.0,2.0,3.0,19.0,16.7,19.0,0.875,0.875,0.556,1.333,16.1,35.8,16.9,45.1,13.2,11.7,13.4,30.6,183.0,112.0,ORL,115.0,1.0,0.0,240.0,240.0,39.0,84.0,0.464,10.0,33.0,0.303,16.0,24.0,0.667,7.0,32.0,39.0,24.0,6.0,5.0,16.0,15.0,104.0,,,0.55,0.524,0.393,0.286,17.9,68.1,45.3,61.5,6.0,7.1,14.5,100.0,104.8,115.9,,,15.0,21.0,0.714,3.0,12.0,0.6,6.0,9.0,1.0,3.0,10.0,13.0,6.0,2.0,2.0,7.0,3.0,37.0,33.6,8.0,0.768,0.786,0.75,0.474,10.2,27.1,19.2,42.8,2.9,5.8,25.0,34.5,140.0,122.0,DEN,104.0,0.0,2023.0,2023-02-09,True
240.0,240.0,41.0,91.0,0.451,12.0,34.0,0.353,22.0,30.0,0.733,9.0,31.0,40.0,28.0,11.0,3.0,13.0,30.0,116.0,,,0.557,0.516,0.374,0.33,19.6,77.5,46.5,68.3,10.4,4.8,11.1,100.0,109.7,115.4,,,12.0,21.0,1.0,5.0,9.0,0.714,6.0,7.0,1.0,3.0,5.0,7.0,9.0,3.0,2.0,3.0,5.0,35.0,28.1,5.0,0.727,1.0,1.0,3.5,9.0,27.2,15.2,31.5,7.9,6.9,50.0,28.3,137.0,121.0,TOR,116.0,1.0,0.0,240.0,240.0,47.0,87.0,0.54,6.0,24.0,0.25,22.0,29.0,0.759,9.0,37.0,46.0,31.0,6.0,6.0,17.0,20.0,122.0,,,0.611,0.575,0.276,0.333,22.5,80.4,53.5,66.0,5.7,10.5,14.6,100.0,115.4,109.7,,,10.0,20.0,1.0,2.0,7.0,0.5,6.0,7.0,1.0,4.0,7.0,9.0,8.0,2.0,2.0,3.0,5.0,23.0,21.6,12.0,1.0,1.0,0.667,0.583,14.8,26.9,15.5,34.2,2.9,6.2,40.0,26.2,158.0,116.0,UTA,122.0,0.0,2023.0,2023-02-10,False
240.0,240.0,48.0,75.0,0.64,12.0,26.0,0.462,19.0,22.0,0.864,8.0,32.0,40.0,32.0,5.0,7.0,18.0,16.0,127.0,,,0.75,0.72,0.347,0.293,33.3,65.3,54.8,66.7,5.5,12.7,17.5,100.0,139.1,123.7,,,13.0,18.0,1.0,4.0,7.0,1.0,8.0,8.0,1.0,4.0,6.0,10.0,6.0,1.0,4.0,5.0,4.0,32.0,25.5,22.0,0.901,1.0,1.0,1.0,69.0,33.8,22.7,33.3,18.4,11.8,100.0,36.7,183.0,137.0,WAS,127.0,1.0,0.0,240.0,240.0,43.0,95.0,0.453,14.0,40.0,0.35,13.0,17.0,0.765,17.0,16.0,33.0,27.0,8.0,3.0,8.0,18.0,113.0,,,0.551,0.526,0.421,0.179,34.7,66.7,45.2,62.8,8.8,6.1,7.2,100.0,123.7,139.1,,,8.0,18.0,1.0,5.0,10.0,1.0,6.0,8.0,1.0,3.0,3.0,6.0,7.0,2.0,2.0,2.0,4.0,21.0,20.9,10.0,1.5,1.5,1.0,0.8,11.9,91.1,30.0,29.9,3.5,10.9,22.5,31.4,300.0,148.0,IND,113.0,0.0,2023.0,2023-02-11,True
240.0,240.0,42.0,87.0,0.483,11.0,30.0,0.367,24.0,36.0,0.667,13.0,27.0,40.0,21.0,5.0,8.0,8.0,26.0,119.0,,,0.579,0.546,0.345,0.414,33.3,81.8,55.6,50.0,5.1,17.8,7.2,100.0,121.7,120.7,,,12.0,26.0,0.833,6.0,13.0,0.75,7.0,10.0,1.0,4.0,7.0,11.0,8.0,2.0,3.0,4.0,6.0,35.0,25.8,11.0,0.962,1.083,0.667,1.667,21.0,30.8,22.2,39.1,4.0,12.8,27.8,35.1,147.0,127.0,TOR,119.0,1.0,0.0,240.0,240.0,40.0,79.0,0.506,13.0,34.0,0.382,25.0,32.0,0.781,6.0,26.0,32.0,25.0,3.0,4.0,18.0,26.0,118.0,,,0.634,0.589,0.43,0.405,18.2,66.7,44.4,62.5,3.1,7.0,16.2,100.0,120.7,121.7,,,10.0,18.0,0.727,4.0,8.0,0.75,10.0,11.0,1.0,1.0,6.0,7.0,7.0,1.0,1.0,4.0,5.0,33.0,26.9,16.0,0.902,0.929,0.8,0.8,6.9,33.2,21.0,41.4,2.2,4.1,57.1,27.7,151.0,129.0,DET,118.0,0.0,2023.0,2023-02-12,True
240.0,240.0,46.0,97.0,0.474,23.0,47.0,0.489,12.0,13.0,0.923,8.0,34.0,42.0,27.0,7.0,9.0,7.0,15.0,127.0,,,0.618,0.593,0.485,0.134,16.0,70.8,42.9,58.7,7.0,15.5,6.4,100.0,126.8,114.8,,,13.0,23.0,0.6,8.0,14.0,1.0,6.0,7.0,1.0,3.0,6.0,9.0,6.0,3.0,3.0,3.0,3.0,40.0,31.3,29.0,0.786,0.786,1.0,1.0,14.3,25.2,18.5,29.0,5.6,41.4,50.0,37.9,160.0,126.0,POR,127.0,1.0,0.0,240.0,240.0,42.0,95.0,0.442,12.0,37.0,0.324,19.0,21.0,0.905,14.0,42.0,56.0,24.0,6.0,5.0,13.0,16.0,115.0,,,0.552,0.505,0.389,0.221,29.2,84.0,57.1,57.1,6.0,10.0,11.1,100.0,114.8,126.8,,,8.0,18.0,1.0,6.0,12.0,0.5,3.0,4.0,1.0,5.0,17.0,20.0,6.0,2.0,3.0,2.0,4.0,22.0,16.5,14.0,1.0,1.0,1.0,2.0,39.9,52.5,31.5,24.0,7.2,14.3,51.5,30.9,207.0,134.0,LAL,115.0,0.0,2023.0,2023-02-13,True
240.0,240.0,50.0,83.0,0.602,8.0,24.0,0.333,15.0,20.0,0.75,13.0,27.0,40.0,31.0,9.0,11.0,20.0,16.0,123.0,,,0.67,0.651,0.289,0.241,39.4,75.0,58.0,62.0,9.2,20.8,17.9,100.0,125.3,115.1,,,15.0,17.0,1.0,3.0,9.0,0.667,5.0,7.0,1.0,5.0,10.0,13.0,15.0,3.0,6.0,5.0,5.0,30.0,31.4,18.0,1.0,1.0,1.0,0.75,19.7,39.6,26.9,44.3,7.4,14.7,50.0,23.0,192.0,123.0,TOR,123.0,1.0,0.0,240.0,240.0,43.0,84.0,0.512,13.0,31.0,0.419,14.0,18.0,0.778,9.0,20.0,29.0,26.0,6.0,2.0,19.0,17.0,113.0,,,0.615,0.589,0.369,0.214,25.0,60.6,42.0,60.5,6.1,3.4,17.1,100.0,115.1,125.3,,,11.0,15.0,0.75,3.0,6.0,0.667,4.0,4.0,1.0,2.0,6.0,7.0,6.0,2.0,2.0,3.0,5.0,26.0,21.6,9.0,1.0,1.0,1.0,0.4,16.5,54.2,30.2,28.6,4.2,4.5,50.0,26.5,195.0,132.0,ORL,113.0,0.0,2023.0,2023-02-14,True
240.0,240.0,39.0,78.0,0.5,13.0,27.0,0.481,27.0,29.0,0.931,8.0,30.0,38.0,24.0,7.0,4.0,12.0,22.0,118.0,,,0.65,0.583,0.346,0.372,24.2,75.0,52.1,61.5,7.8,7.7,11.7,100.0,130.7,124.1,,,9.0,21.0,1.0,3.0,7.0,1.0,11.0,12.0,1.0,2.0,13.0,14.0,12.0,2.0,2.0,3.0,4.0,29.0,25.1,19.0,1.0,1.0,0.636,1.0,23.1,40.5,27.8,45.9,4.2,19.5,33.3,34.6,198.0,132.0,PHI,118.0,1.0,0.0,240.0,240.0,41.0,82.0,0.5,10.0,30.0,0.333,20.0,25.0,0.8,10.0,25.0,35.0,23.0,7.0,5.0,8.0,17.0,112.0,,,0.602,0.561,0.366,0.305,25.0,75.8,47.9,56.1,7.8,9.8,7.9,100.0,124.1,130.7,,,11.0,24.0,0.833,4.0,11.0,1.0,7.0,8.0,1.0,5.0,8.0,9.0,6.0,3.0,2.0,3.0,4.0,33.0,26.7,14.0,0.872,0.833,1.0,2.0,15.8,66.1,29.9,22.8,4.5,21.4,50.0,39.7,195.0,138.0,CLE,112.0,0.0,2023.0,2023-02-15,True
